Product_Index,Batch_ID,Image,Folder_Label,Decision,Top_Class,Defect,YOLO_Confidence,P_Defect,Margin_Top1_Top2,Entropy,Type_Confidence,Novel_Flag,decision_reason,Temperature,Localization_Supported,Localization_Box,Localization_Area,Localization_Image,Likely_Zone,Second_Zone,Zone_Confidence,Probability_Gap,Zone_Status,Reason,Evidence,Drilling_Stress,Drilling_Contribution,Milling_Stress,Milling_Contribution,Assembly_Stress,Assembly_Contribution,Storage_Stress,Storage_Contribution,Drift_Flags,Run_Bottleneck_Zone,Run_Throughput_Loss_Pct,Run_WIP_Stored,Run_Profit,Run_Margin_Pct,Unit_Defect_Cost,WhatIf_A,WhatIf_B,WhatIf_A+Bcombined,Predicted_Margin_Pct,Recommendations
56,BATCH_0056,dataset_small_final\test\hole\hole_00531.png,hole,REJECT,hole,hole,0.9999800756896176,0.9999976386470579,0.9999679286262885,0.0001591564961128543,0.9999824370010874,False,Defect probability at or above the auto-reject threshold.,1.0,True,"(0, 50, 150, 199)",0.345611572265625,outputs\localization\product_56_hole.png,Drilling,Milling,High,0.5458187138540013,ATTRIBUTED,Defect-specific prior combined with production-zone stress.,"Drilling: utilization deviation=-1.21 SD, waiting-time deviation=-0.98 SD, combined stress=1.09; note: the strongest raw process deviation is in Assembly (1.27), but this defect type points mainly to Drilling",1.0941989781957577,0.6916625439031986,1.003974255651657,0.14584383004919732,1.2700412130548717,0.12686686649712747,0.0,0.035626759550476526,,Assembly,0.1375515818431912,16.0,250152.40000000002,36.42310089167672,137.5,19819.79999999999,0.0,19819.79999999999,36.908741578635976,"P1: [Drilling] Check drill-bit wear / tool life, feed and speed, and coolant flow; add an in-process hole-diameter check and consider parallel drilling capacity. | P2: Production flow is constrained at Assembly (1191 runs at >=90% utilization). Balance the line or add assembly capacity and limit upstream release to cap work-in-process. | P3: Simulated best lever for this run: A: defects -50% (profit +19,820, margin +1.8 pts)."
