Row,Defect,Drilling_Stress,Milling_Stress,Assembly_Stress,Max_Stress,Most_Abnormal_Zone,Zone_Status,Likely_Zone,Zone_Confidence,Drilling_Probability,Milling_Probability,Assembly_Probability,Evidence
0,Crack,0.6752532666813598,0.6749490437028431,0.5187718948133382,0.6752532666813598,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
1,Crack,1.2220846317150842,1.127935723234147,1.4897429575387395,1.4897429575387395,Assembly,Assembly,Assembly,Medium,0.36205987052586264,0.1647638929515894,0.473176236522548,Assembly stress = 1.49; Drilling stress = 1.22
2,Crack,1.215433888925696,1.125560551104512,1.4804879155251067,1.4804879155251067,Assembly,Assembly,Assembly,Medium,0.362249950852556,0.1655567319219605,0.4721933172254835,Assembly stress = 1.48; Drilling stress = 1.22
3,Crack,0.6415644651724226,0.5066186739819707,0.4560536339260852,0.6415644651724226,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
4,Crack,1.2675419065765627,0.8561862631841609,0.9105317430360368,1.2675419065765627,Drilling,Drilling,Drilling,Medium,0.4923341168266548,0.16314751006583414,0.34451837310751093,Drilling stress = 1.27; Assembly stress = 0.91
5,Crack,0.8397372710335396,0.7216483405221066,0.8392017810278734,0.8397372710335396,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
6,Crack,1.342897123453475,1.2477162816258207,1.6683838303300556,1.6683838303300556,Assembly,Assembly,Assembly,Medium,0.35219840964366084,0.16011089328150915,0.48769069707482987,Assembly stress = 1.67; Drilling stress = 1.34
7,Crack,0.8010683709898115,0.4457145775310133,0.7582941202673597,0.8010683709898115,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
8,Crack,1.1193366827378064,0.7247230762473628,0.8927620667584342,1.1193366827378064,Drilling,Drilling,Drilling,Low,0.46855305045944473,0.15788841398539802,0.3735585355551573,Drilling stress = 1.12; Assembly stress = 0.89
9,Crack,0.4610275661122603,0.5188025143593636,0.348982735092025,0.5188025143593636,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
10,Crack,1.0713092951554852,0.9854946803312976,1.2360370636634768,1.2360370636634768,Assembly,Assembly,Assembly,Low,0.379081627972581,0.17395380296192905,0.44696456906549004,Assembly stress = 1.24; Drilling stress = 1.07
11,Crack,0.2471871933433652,0.2956814062768694,0.7645347470678708,0.7645347470678708,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
12,Crack,0.3057410834564352,0.4879449015666691,0.6407277805290479,0.6407277805290479,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
13,Crack,1.013620255758498,0.9415247663763048,1.1286988053886438,1.1286988053886438,Assembly,Assembly,Assembly,Low,0.38652084528265596,0.17981762271175236,0.4336615320055917,Assembly stress = 1.13; Drilling stress = 1.01
14,Crack,1.3426991168183453,0.6007911604292946,0.916485315142346,1.3426991168183453,Drilling,Drilling,Drilling,Medium,0.5287986507929492,0.12590814084190954,0.3452932083651413,Drilling stress = 1.34; Assembly stress = 0.92
15,Crack,1.2373697255660954,1.1400649067074515,1.5161799675907073,1.5161799675907073,Assembly,Assembly,Assembly,Medium,0.36033487744753384,0.16346220716520427,0.47620291538726195,Assembly stress = 1.52; Drilling stress = 1.24
16,Crack,1.0137926963790165,0.6725924167150121,0.9188238095129956,1.0137926963790165,Drilling,Drilling,Drilling,Low,0.4415284952324503,0.15694494885148574,0.4015265559160639,Drilling stress = 1.01; Assembly stress = 0.92
17,Crack,1.1327103013768196,0.5369513628376512,0.8577064700275168,1.1327103013768196,Drilling,Drilling,Drilling,Medium,0.49136637962664337,0.135406846083862,0.3732267742894946,Drilling stress = 1.13; Assembly stress = 0.86
18,Crack,1.0928246641932755,1.0040435405269066,1.2661820191177935,1.2661820191177935,Assembly,Assembly,Assembly,Low,0.37781272911764596,0.17285798181774148,0.44932928906461267,Assembly stress = 1.27; Drilling stress = 1.09
19,Crack,0.5894413593788559,0.6183324748625287,0.4131027236426976,0.6183324748625287,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
20,Crack,1.168808392884025,1.4141231346412495,0.9209839824888082,1.4141231346412495,Milling,Milling,Drilling,Low,0.41330704403954716,0.2641080569350418,0.3225848990254111,Drilling stress = 1.17; Assembly stress = 0.92
21,Crack,1.088305625650178,0.5528444490587893,0.8850455262180017,1.088305625650178,Drilling,Drilling,Drilling,Low,0.4742110777708044,0.13880140592646928,0.38698751630272626,Drilling stress = 1.09; Assembly stress = 0.89
22,Crack,1.243364915877546,1.1467660532354556,1.5189209208004768,1.5189209208004768,Assembly,Assembly,Assembly,Medium,0.3608515159661951,0.16381217832527192,0.47533630570853297,Assembly stress = 1.52; Drilling stress = 1.24
23,Crack,0.4134323567392083,1.4246269886395535,0.815562468258902,1.4246269886395535,Milling,Milling,Assembly,Low,0.2584348404988389,0.355203564341091,0.3863615951600701,Assembly stress = 0.82; Milling stress = 1.42
24,Crack,0.5544289562148002,0.5902071458160763,0.3883215764081776,0.5902071458160763,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
25,Crack,1.3462552158057433,0.8513618509626417,0.909139852058264,1.3462552158057433,Drilling,Drilling,Drilling,Medium,0.5126325816504443,0.15625961583341977,0.3311078025161359,Drilling stress = 1.35; Assembly stress = 0.91
26,Crack,1.1351969509390962,1.0433367254025816,1.3280170092963983,1.3280170092963983,Assembly,Assembly,Assembly,Low,0.37470292305015834,0.1709081197531377,0.45438895719670386,Assembly stress = 1.33; Drilling stress = 1.14
27,Crack,0.2735029901596956,0.1551796041259955,0.3482014395433245,0.3482014395433245,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
28,Crack,1.1020282919406676,1.0102575277758148,1.2727158565011356,1.2727158565011356,Assembly,Assembly,Assembly,Low,0.3784614220485787,0.17263787622943555,0.44890070172198576,Assembly stress = 1.27; Drilling stress = 1.10
29,Crack,1.1659575909040076,0.6539098912223669,0.8602876722165131,1.1659575909040076,Drilling,Drilling,Drilling,Medium,0.4910956191935453,0.14714874889016477,0.36175563191629,Drilling stress = 1.17; Assembly stress = 0.86
30,Crack,0.3613709716344773,1.066837582096807,0.667137286535862,1.066837582096807,Milling,Milling,Assembly,Medium,0.2967305665312289,0.30040872785186196,0.4028607056169092,Assembly stress = 0.67; Milling stress = 1.07
31,Crack,1.2753087495710826,0.9232906056557116,0.916885619741978,1.2753087495710826,Drilling,Drilling,Drilling,Medium,0.4877070940073324,0.17149424067588406,0.34079866531678366,Drilling stress = 1.28; Assembly stress = 0.92
32,Crack,0.6686072909504535,0.6772137930625497,0.5374017174539429,0.6772137930625497,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
33,Crack,1.1945214047242454,1.098823084715394,1.4378883745251825,1.4378883745251825,Assembly,Assembly,Assembly,Medium,0.3663130218010615,0.16644130389969722,0.46724567429924124,Assembly stress = 1.44; Drilling stress = 1.19
34,Crack,0.4065187129134438,0.1120483985477654,0.4081638274884072,0.4081638274884072,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
35,Crack,1.335706318829894,1.2415326065098338,1.6684622038506898,1.6684622038506898,Assembly,Assembly,Assembly,Medium,0.350893310927565,0.1596783256596987,0.48942836341273627,Assembly stress = 1.67; Drilling stress = 1.34
36,Crack,0.5710553946630661,0.5006994984009764,0.3067556150701747,0.5710553946630661,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
37,Crack,1.0154328078459969,0.9437007444895986,1.1123975565039843,1.1123975565039843,Assembly,Assembly,Assembly,Low,0.3895276794500355,0.1812823359250305,0.4291899846249339,Assembly stress = 1.11; Drilling stress = 1.02
38,Crack,1.3915727004935454,0.6326830394887423,0.9158699041977526,1.3915727004935454,Drilling,Drilling,Drilling,High,0.5389263415656632,0.12615887967558007,0.33491477875875675,Drilling stress = 1.39; Assembly stress = 0.92
39,Crack,0.6194089477351429,0.9270432368781664,0.4114843693324919,0.9270432368781664,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
40,Crack,0.4863487969426719,1.4347595599564564,0.8629874825120438,1.4347595599564564,Milling,Milling,Assembly,Low,0.26679619078155287,0.34438100562718793,0.3888228035912593,Assembly stress = 0.86; Milling stress = 1.43
41,Crack,0.2809548617273171,0.9688348024648148,0.7703127632129428,0.9688348024648148,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
42,Crack,0.3748066562390668,0.6564621909625427,0.6744779180691249,0.6744779180691249,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
43,Crack,1.441967551102022,1.3447021160605237,1.6684622038506898,1.6684622038506898,Assembly,Assembly,Assembly,Low,0.3692962007294054,0.16753401720588523,0.4631697820647094,Assembly stress = 1.67; Drilling stress = 1.44
44,Crack,0.7049953460100763,1.0197390867730491,0.5903589629303424,1.0197390867730491,Milling,Milling,Drilling,Low,0.38810166819223474,0.265831831627652,0.34606650018011326,Drilling stress = 0.70; Assembly stress = 0.59
45,Crack,0.8013216752625685,0.5646036984276002,0.9063132136162616,0.9063132136162616,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
46,Crack,0.522403462527534,1.5649268855796654,0.4171645844603215,1.5649268855796654,Milling,Milling,Milling,Medium,0.301359842497257,0.4273833062320224,0.27125685127072074,Milling stress = 1.56; Drilling stress = 0.52
47,Crack,0.3848740646345368,0.7990763698198424,0.4341450870860386,0.7990763698198424,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
48,Crack,0.5424334682003112,0.3925257431893073,0.8364285157317191,0.8364285157317191,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
49,Crack,1.2346144522900473,1.1397704459876428,1.5094481960585382,1.5094481960585382,Assembly,Assembly,Assembly,Medium,0.3608715348735138,0.1641090012902978,0.47501946383618837,Assembly stress = 1.51; Drilling stress = 1.23
50,Crack,0.3898444043356435,1.0242084238563702,0.8334543148506841,1.0242084238563702,Milling,Milling,Assembly,Medium,0.2856136119180096,0.2693082755142454,0.44507811256774493,Assembly stress = 0.83; Drilling stress = 0.39
51,Crack,1.093382790260725,1.0034308024114216,1.2698540950212358,1.2698540950212358,Assembly,Assembly,Assembly,Low,0.3773602383982143,0.17244892442174484,0.4501908371800409,Assembly stress = 1.27; Drilling stress = 1.09
52,Crack,0.3711308682050286,0.2337969020181907,0.387963918364417,0.387963918364417,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
53,Crack,1.0986892649806326,1.0102965005181423,1.2760862684743357,1.2760862684743357,Assembly,Assembly,Assembly,Low,0.377101535368735,0.17259961201296442,0.4502988526183006,Assembly stress = 1.28; Drilling stress = 1.10
54,Crack,0.9898619739884248,1.0693385556548425,0.9000006133111507,1.0693385556548425,Milling,Milling,Drilling,Low,0.4072626326320553,0.22047574028742367,0.372261627080521,Drilling stress = 0.99; Assembly stress = 0.90
55,Crack,0.9744189815866326,0.894205361733486,1.0570680898835865,1.0570680898835865,Assembly,Assembly,Assembly,Low,0.39252318652365414,0.18113358704444463,0.42634322643190137,Assembly stress = 1.06; Drilling stress = 0.97
56,Crack,1.0941989781957575,1.003974255651657,1.2700412130548715,1.2700412130548715,Assembly,Assembly,Assembly,Low,0.3774848608119304,0.17245883338917337,0.4500563057988963,Assembly stress = 1.27; Drilling stress = 1.09
57,Crack,0.2940197616123077,0.4426446754375701,0.7410032053720681,0.7410032053720681,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
58,Crack,0.6777147180532205,0.6325218629380032,0.8161963785053175,0.8161963785053175,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
59,Crack,0.6873840947997124,0.5040671322463219,0.5555717910033725,0.6873840947997124,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
60,Crack,0.2386786631267859,0.4181718557906607,0.7564605879143312,0.7564605879143312,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
61,Crack,1.4961709541856778,0.6201873538661464,0.9193633051268492,1.4961709541856778,Drilling,Drilling,Drilling,High,0.5649989759052384,0.11764753202711109,0.3173534920676504,Drilling stress = 1.50; Assembly stress = 0.92
62,Crack,0.2545074815013045,0.4240086930399324,0.439137378394825,0.439137378394825,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
63,Crack,0.7436305848200454,0.6269037274638551,0.8605404991499521,0.8605404991499521,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
64,Crack,1.1470506778355596,2.147959083237466,0.9174206765307488,2.147959083237466,Milling,Milling,Milling,Medium,0.31693674204527855,0.4311531773716926,0.2519100805830289,Milling stress = 2.15; Drilling stress = 1.15
65,Crack,0.9685017933684912,0.898633098292377,1.0468991298170334,1.0468991298170334,Assembly,Assembly,Assembly,Low,0.3924938777852488,0.18300346067690754,0.4245026615378438,Assembly stress = 1.05; Drilling stress = 0.97
66,Crack,0.3157688200321192,0.088422793078914,0.3943662117665105,0.3943662117665105,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
67,Crack,0.7084624892233715,0.6971375250013839,0.6142809060582174,0.7084624892233715,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
68,Crack,0.2774639020369601,0.2996398765593679,0.64859624118184,0.64859624118184,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
69,Crack,0.5601307737755201,0.5538755892404159,0.4161739248019669,0.5601307737755201,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
70,Crack,0.494699580227497,0.1947141541865534,0.3614557598657921,0.494699580227497,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
71,Crack,0.3098351178143707,0.3431427333032991,0.7699677863732939,0.7699677863732939,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
72,Crack,1.1256570192924973,1.0311967161675193,1.32208844222471,1.32208844222471,Assembly,Assembly,Assembly,Low,0.37425376851078945,0.17025998784502216,0.4554862436441884,Assembly stress = 1.32; Drilling stress = 1.13
73,Crack,0.3180530958972282,0.4489197620359946,0.8431313092401026,0.8431313092401026,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
74,Crack,0.2668975195426696,1.2271314588553492,0.3369926629171217,1.2271314588553492,Milling,Milling,Milling,Low,0.29596621812186086,0.3865773891319297,0.3174563927462094,Milling stress = 1.23; Assembly stress = 0.34
75,Crack,1.228534975324238,0.8499805174785195,0.9162112893797546,1.228534975324238,Drilling,Drilling,Drilling,Medium,0.4821205656424439,0.16509029729664462,0.35278913706091136,Drilling stress = 1.23; Assembly stress = 0.92
76,Crack,0.4750249284468051,0.4619345287197166,0.3952750860590659,0.4750249284468051,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
77,Crack,1.1828955901560383,0.5587944263202327,0.9049976201445886,1.1828955901560383,Drilling,Drilling,Drilling,Medium,0.4937673058968739,0.13226612892181508,0.373966565181311,Drilling stress = 1.18; Assembly stress = 0.90
78,Crack,0.2624854172651376,0.424225208275086,0.3161957192526174,0.424225208275086,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
79,Crack,1.012188654550305,0.9403166113641478,1.122278236463666,1.122278236463666,Assembly,Assembly,Assembly,Low,0.38734121515920944,0.1802395453658403,0.4324192394749502,Assembly stress = 1.12; Drilling stress = 1.01
80,Crack,1.4185403693349106,0.9665872117254436,0.9155705145460138,1.4185403693349106,Drilling,Drilling,Drilling,High,0.520041350096755,0.1654729917507308,0.3144856581525143,Drilling stress = 1.42; Assembly stress = 0.92
81,Crack,1.3427091709216283,1.244724041075998,1.6675867578336676,1.6675867578336676,Assembly,Assembly,Assembly,Medium,0.3524611129300397,0.15978161678659528,0.487757270283365,Assembly stress = 1.67; Drilling stress = 1.34
82,Crack,1.349550270007314,0.7887940773346825,0.919596466025872,1.349550270007314,Drilling,Drilling,Drilling,Medium,0.5165481926925495,0.1474169869858149,0.33603482032163556,Drilling stress = 1.35; Assembly stress = 0.92
83,Crack,0.3955834578067109,0.6081678652558544,0.8537852937885552,0.8537852937885552,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
84,Crack,0.7470181567388785,0.3815095584610309,0.6952582119516078,0.7470181567388785,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
85,Crack,0.8565821219548468,0.5917928802298857,0.8445768096491761,0.8565821219548468,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
86,Crack,1.3406692378389131,1.2453324488867796,1.6681519471326096,1.6681519471326096,Assembly,Assembly,Assembly,Medium,0.3518643366036716,0.15993407905368065,0.48820158434264765,Assembly stress = 1.67; Drilling stress = 1.34
87,Crack,0.2760844719597945,0.2074242090234601,0.3406265811860245,0.3406265811860245,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
88,Crack,0.9219624270093004,0.8514630891618142,0.9445270584175912,0.9445270584175912,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
89,Crack,1.2306125370330756,1.1349984502048571,1.499806280937396,1.499806280937396,Assembly,Assembly,Assembly,Medium,0.3618840492793808,0.16444276676590366,0.4736731839547156,Assembly stress = 1.50; Drilling stress = 1.23
90,Crack,1.4381890570997256,1.3437862566158238,1.6684622038506898,1.6684622038506898,Assembly,Assembly,Assembly,Low,0.3684731531100737,0.1676398408018454,0.46388700608808076,Assembly stress = 1.67; Drilling stress = 1.44
91,Crack,1.4843155381684496,0.7123601256266289,0.9169128699035812,1.4843155381684496,Drilling,Drilling,Drilling,High,0.5561579083224922,0.12850266823578457,0.3153394234417231,Drilling stress = 1.48; Assembly stress = 0.92
92,Crack,1.2799426464601318,0.6062037608015297,0.9088898722908052,1.2799426464601318,Drilling,Drilling,Drilling,Medium,0.5141634045139164,0.13105997676541944,0.35477661872066424,Drilling stress = 1.28; Assembly stress = 0.91
93,Crack,1.440007011761208,1.3455660118487862,1.6684622038506898,1.6684622038506898,Assembly,Assembly,Assembly,Low,0.36878623900750834,0.16777587269790112,0.4634378882945905,Assembly stress = 1.67; Drilling stress = 1.44
94,Crack,0.2365508152046893,0.4937176142415274,0.6760070889348877,0.6760070889348877,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
95,Crack,0.5971865531886182,0.4978155891865717,0.3124417042353727,0.5971865531886182,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
96,Crack,0.3993878846457589,0.1608732922835444,0.4038540478265873,0.4038540478265873,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
97,Crack,1.356384465196101,1.9727371907073827,0.9172295172286782,1.9727371907073827,Milling,Milling,Drilling,Low,0.3890049946951978,0.36024981751221496,0.2507451877925872,Drilling stress = 1.36; Milling stress = 1.97
98,Crack,1.1314925913123894,1.0407017349907624,1.3264796055166936,1.3264796055166936,Assembly,Assembly,Assembly,Low,0.37426556751612106,0.1708912829552869,0.4548431495285921,Assembly stress = 1.33; Drilling stress = 1.13
99,Crack,1.0816169237241051,0.995389426577817,1.2452109932217723,1.2452109932217723,Assembly,Assembly,Assembly,Low,0.37930095639413464,0.1739825996942658,0.44671644391159954,Assembly stress = 1.25; Drilling stress = 1.08
100,Crack,0.6491891876385114,0.610502983842488,0.4820566375402094,0.6491891876385114,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
101,Crack,0.9294043962986368,0.8673682983361976,0.9902742867745872,0.9902742867745872,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
102,Crack,0.9962381996714572,0.9235301851826894,1.0964581072419708,1.0964581072419708,Assembly,Assembly,Assembly,Low,0.3890520549330659,0.1808843644982045,0.4300635805687298,Assembly stress = 1.10; Drilling stress = 1.00
103,Crack,1.1628069454861891,0.965695168956611,0.9175986240523206,1.1628069454861891,Drilling,Drilling,Drilling,Low,0.45597744645271515,0.187201278135705,0.3568212754115797,Drilling stress = 1.16; Assembly stress = 0.92
104,Crack,1.1104444523513766,1.0256301094717202,1.3041902993830845,1.3041902993830845,Assembly,Assembly,Assembly,Low,0.3740934075009554,0.1718365948776913,0.45406999762135336,Assembly stress = 1.30; Drilling stress = 1.11
105,Crack,1.3213846599592685,1.2240121936812047,1.6505081520601586,1.6505081520601586,Assembly,Assembly,Assembly,Medium,0.3516967716387637,0.15953282705344085,0.4887704013077953,Assembly stress = 1.65; Drilling stress = 1.32
106,Crack,0.2583825332483927,0.9802778268940642,0.8222240980139495,0.9802778268940642,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
107,Crack,0.8807435769188524,0.8231493918607781,0.9011825619824512,0.9011825619824512,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
108,Crack,0.2297728023161082,0.3135574932122671,0.3919908520498872,0.3919908520498872,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
109,Crack,1.114140903179227,1.311590522974881,0.8899284532663372,1.311590522974881,Milling,Milling,Drilling,Low,0.41523218121390754,0.2529369569914133,0.3318308617946791,Drilling stress = 1.11; Assembly stress = 0.89
110,Crack,0.7858243068119634,0.9248012258055852,0.8902269928861962,0.9248012258055852,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
111,Crack,0.7549641689460744,0.8183562275261297,0.9127827606102366,0.9127827606102366,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
112,Crack,0.2711421171658341,0.4036516067223335,0.649822230201144,0.649822230201144,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
113,Crack,0.6940950943630118,0.6947190498247182,0.5460756449037211,0.6947190498247182,Milling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
114,Crack,1.3429036045752627,1.2459711688304826,1.6676703168072118,1.6676703168072118,Assembly,Assembly,Assembly,Medium,0.35242086195827016,0.15993164027557782,0.487647497766152,Assembly stress = 1.67; Drilling stress = 1.34
115,Crack,0.6018062424546438,0.6628893839465477,0.8638830261600451,0.8638830261600451,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
116,Crack,1.1203393222038724,1.030651097774932,1.3125194913947222,1.3125194913947222,Assembly,Assembly,Assembly,Low,0.3746725931200549,0.17126587175139701,0.45406153512854797,Assembly stress = 1.31; Drilling stress = 1.12
117,Crack,1.0896590712335663,1.0007070407531895,1.2536480653706803,1.2536480653706803,Assembly,Assembly,Assembly,Low,0.3794136126669746,0.17356075747761338,0.4470256298554121,Assembly stress = 1.25; Drilling stress = 1.09
118,Crack,1.216527751607912,0.7955792868879886,0.9140238512614622,1.216527751607912,Drilling,Drilling,Drilling,Medium,0.48375137875314167,0.15877299047799565,0.35747563076886263,Drilling stress = 1.22; Assembly stress = 0.91
119,Crack,0.3112772135590185,0.4472206152211548,0.8415267808918474,0.8415267808918474,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
120,Crack,0.5420588956826644,0.6710861313835219,0.8533476097318131,0.8533476097318131,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
121,Crack,0.2568499357953389,0.2520773788601262,0.7079646825408811,0.7079646825408811,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
122,Crack,0.2644181861848952,0.4122040757470961,0.6685840462276236,0.6685840462276236,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
123,Crack,0.9909676231295362,0.920769615934481,1.08579505152416,1.08579505152416,Assembly,Assembly,Assembly,Low,0.38977636696386403,0.18167656102327653,0.4285470720128594,Assembly stress = 1.09; Drilling stress = 0.99
124,Crack,1.26222608085871,0.8405711844248833,0.9053172727581814,1.26222608085871,Drilling,Drilling,Drilling,Medium,0.49314126758825544,0.16174056530925007,0.34511816710249454,Drilling stress = 1.26; Assembly stress = 0.91
125,Crack,0.976508818376479,0.9067697408294494,1.0661699862784333,1.0661699862784333,Assembly,Assembly,Assembly,Low,0.3906063588906246,0.1821469975644048,0.42724664354497055,Assembly stress = 1.07; Drilling stress = 0.98
126,Crack,1.314877882621983,0.63013708320251,0.9192855679959364,1.314877882621983,Drilling,Drilling,Drilling,Medium,0.5193748690929528,0.13093983378094845,0.3496852971260987,Drilling stress = 1.31; Assembly stress = 0.92
127,Crack,1.3342480664276353,1.2402898090600525,1.6684622038506898,1.6684622038506898,Assembly,Assembly,Assembly,Medium,0.35063081540429136,0.15959325529002774,0.4897759293056808,Assembly stress = 1.67; Drilling stress = 1.33
128,Crack,0.5571607441402004,0.3327938552695828,0.3137466135625939,0.5571607441402004,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
129,Crack,0.7591801557514231,0.7627877610046592,0.8812659774337072,0.8812659774337072,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
130,Crack,1.2421785594334804,0.7819802402669005,0.8805026600130388,1.2421785594334804,Drilling,Drilling,Drilling,Medium,0.4969963278769251,0.15684171902931263,0.34616195309376224,Drilling stress = 1.24; Assembly stress = 0.88
131,Crack,0.3118449261755221,0.2921272849280246,0.2787158434061874,0.3118449261755221,Drilling,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
132,Crack,0.8832460611378481,0.82901255237333,0.886450031715128,0.886450031715128,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
133,Crack,1.525237239764468,0.9093866743593056,0.9118706155421986,1.525237239764468,Drilling,Drilling,Drilling,High,0.5519935696236705,0.14908828556003953,0.2989181448162899,Drilling stress = 1.53; Assembly stress = 0.91
134,Crack,0.3337628978176435,0.088314237327372,0.3956262069503803,0.3956262069503803,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
135,Crack,1.4721844110808466,0.5982430654318306,0.9195965197338676,1.4721844110808466,Drilling,Drilling,Drilling,High,0.5605034180568824,0.1169500375973995,0.322546544345718,Drilling stress = 1.47; Assembly stress = 0.92
136,Crack,0.7264024418057382,0.5665799748172466,0.8697788285830714,0.8697788285830714,Assembly,No clear abnormal zone,No clear abnormal zone,Low,,,,No production zone shows strong deviation from baseline.
137,Crack,1.463873108374477,0.9314205350985232,0.9163298827132262,1.463873108374477,Drilling,Drilling,Drilling,High,0.5342021428050439,0.15683190422993634,0.30896595296501983,Drilling stress = 1.46; Assembly stress = 0.92
