Demand,Entities In Part 1,Part 1 VA Time,Drilling Queue Time,Part 1 Storage Time,Part 1 Stored,Entities In Part 2,Part 2 VA Time,Milling Queue Time,Part 2 Storage Time,Part 2 Stored,Entities Out,Assembly Time,Assembly Queue Time,Drilling Utilization,Milling Utilization,Assembly Utilization,WIP_Stored,Drilling_Util_Pct,Milling_Util_Pct,Assembly_Util_Pct,Drilling_Score,Milling_Score,Assembly_Score,Bottleneck_Zone,Bottleneck_Score,Throughput_Gap,Throughput_Loss_Percent
17,12580,3.00262,5.338231,152.989952,3011,12682,2.998215,1.536405,171.64508,3113,9569,2.998024,2.923588,0.870832,0.659375,0.997449,6124.0,87.0832,65.9375,99.7449,0.9460019904643291,1.1194822941323035,1.991751361528816,Assembly,1.991751361528816,3011,23.934817170111288
7,4725,2.998364,0.033845,0.304009,19,5026,2.996489,0.002631,50.134098,320,4706,3.003691,0.18772,0.327465,0.26115,0.491233,339.0,32.7465,26.115,49.1233,0.3279415864061081,0.2619379057220343,0.5550759352241799,Assembly,0.5550759352241799,19,0.4021164021164021
17,5680,3.005363,0.054058,0.21232,38,5752,3.000148,0.004226,28.007091,110,5642,3.011099,0.373748,0.39515,0.29931,0.590921,148.0,39.515,29.931,59.0921,0.3959112145942206,0.3005755604642026,0.7180314269878902,Assembly,0.7180314269878902,38,0.6690140845070423
12,7700,3.003854,0.388206,3.117495,21,8140,2.9995,0.091407,44.622346,461,7679,2.999978,1.497151,0.53503,0.423509,0.800564,482.0,53.503,42.3509,80.05640000000001,0.5404965002916126,0.4508826595720214,1.3097399765278925,Assembly,1.3097399765278925,21,0.27272727272727276
2,1444,2.987518,0.0,15.300572,34,1412,3.002693,0.0,3.176333,2,1410,2.990005,0.0,0.099681,0.073556,0.146386,36.0,9.9681,7.3556,14.638599999999999,0.09968099999999999,0.073556,0.146386,Assembly,0.146386,34,2.3545706371191137
17,12971,2.998667,5.799693,187.915817,3442,12087,3.003002,0.795826,136.519662,2558,9529,3.005938,2.914141,0.896909,0.627442,0.995897,6000.0,89.6909,62.744200000000006,99.58970000000001,0.9785770408745961,0.8657680582073962,1.9869864688745285,Assembly,1.9869864688745285,3442,26.53611903476987
12,6980,2.996114,0.26994,16.437063,130,6900,3.00128,0.028974,4.249907,50,6850,3.000141,0.851732,0.482749,0.358251,0.713792,180.0,48.274899999999995,35.8251,71.3792,0.48655014446638606,0.3669278454542841,1.0034631639908431,Assembly,1.0034631639908431,130,1.8624641833810889
15,10515,3.006065,1.50136,68.545928,1144,10695,3.006498,0.357775,91.235145,1324,9371,3.004478,2.804699,0.729373,0.556524,0.978787,2468.0,72.93730000000001,55.6524,97.8787,0.7505143138329018,0.663666899924294,1.9326556159190378,Assembly,1.9326556159190378,1144,10.879695672848312
12,12274,2.997131,5.829381,196.910486,2869,11849,2.999139,0.795717,127.919541,2444,9405,3.002359,2.837829,0.849678,0.616958,0.981633,5313.0,84.96780000000001,61.6958,98.16329999999999,0.9317640907261117,0.8552514159710976,1.9467690165368574,Assembly,1.9467690165368574,2869,23.374613003095977
4,2868,3.004466,0.0,0.158866,6,3044,3.001699,0.0,50.640705,182,2862,3.01688,0.004586,0.199436,0.158469,0.299959,188.0,19.9436,15.8469,29.9959,0.199436,0.158469,0.3015186830435653,Assembly,0.3015186830435653,6,0.20920502092050208
15,10318,3.003411,1.581962,107.843821,1029,9618,2.995796,0.354402,24.035116,329,9289,2.999016,2.745506,0.716574,0.499378,0.968362,1358.0,71.65740000000001,49.937799999999996,96.83619999999999,0.7388503062248395,0.6055107874193826,1.9020992774110212,Assembly,1.9020992774110212,1029,9.972862957937584
13,9568,2.996761,1.123151,18.251905,483,9490,2.99863,0.235115,21.263919,405,9085,2.998232,2.430635,0.661889,0.493362,0.946826,888.0,66.18889999999999,49.336200000000005,94.6826,0.6777045857174411,0.5637719026362948,1.7734767184030695,Assembly,1.7734767184030695,483,5.048076923076923
17,12376,3.000539,3.607662,163.255519,2923,11492,3.010196,0.695512,123.098351,2039,9453,3.000043,2.889676,0.855301,0.600582,0.985734,4962.0,85.5301,60.05819999999999,98.5734,0.9061020833810907,0.8088670188306772,1.9685030053636638,Assembly,1.9685030053636638,2923,23.618293471234647
17,11628,2.999872,2.474971,107.765824,2103,11424,3.004553,0.779349,95.432231,1899,9525,2.997735,2.855635,0.806988,0.595903,0.99242,4002.0,80.6988,59.5903,99.24199999999999,0.8418391607065133,0.8292946900652605,1.9636117767360994,Assembly,1.9636117767360994,2103,18.08565531475748
4,2980,2.99307,0.0,30.317189,180,2812,3.007831,0.0,0.077902,12,2800,3.013392,0.004917,0.206242,0.146735,0.293023,192.0,20.624200000000002,14.6735,29.3023,0.206242,0.146735,0.29469525502076116,Assembly,0.29469525502076116,180,6.0402684563758395
12,1410,3.002088,0.0,0.186475,11,1492,2.990168,0.0,43.950981,93,1399,3.008543,0.0,0.097698,0.077322,0.146486,104.0,9.7698,7.732200000000001,14.6486,0.09769800000000001,0.077322,0.146486,Assembly,0.146486,11,0.7801418439716312
1,724,2.995355,0.0,26.421407,14,711,3.004487,0.0,0.512566,1,710,3.007553,0.0,0.050082,0.037087,0.074185,15.0,5.0082,3.7087000000000003,7.4185,0.050082,0.037087,0.074185,Assembly,0.074185,14,1.9337016574585635
15,11115,2.999978,1.461796,108.488625,1682,10950,3.004098,0.533628,104.450618,1517,9433,3.002642,2.882111,0.771869,0.570426,0.984601,3199.0,77.18690000000001,57.0426,98.4601,0.7924531956597223,0.7302316079960901,1.9647971745253356,Assembly,1.9647971745253356,1682,15.132703553756185
7,4956,2.994716,0.040618,1.081228,0,5075,3.005833,0.0038,25.115006,119,4956,3.000208,0.191164,0.34356,0.264837,0.516286,119.0,34.355999999999995,26.4837,51.628600000000006,0.3441319600130979,0.2659749862195858,0.5813002279415891,Assembly,0.5813002279415891,0,0.0
8,11264,3.004378,2.65666,95.265167,1829,11088,3.001821,0.694749,98.35774,1653,9435,3.004172,2.846837,0.778663,0.574877,0.985313,3482.0,77.8663,57.4877,98.5313,0.816072603830738,0.7829335231765867,1.953512606780302,Assembly,1.953512606780302,1829,16.237571022727273
2,4206,3.004382,0.010131,0.285619,30,4434,3.005894,0.000158,40.744177,258,4176,3.002811,0.083145,0.291312,0.231129,0.435408,288.0,29.1312,23.1129,43.540800000000004,0.2914546590893864,0.23117631626913016,0.46368533245905835,Assembly,0.46368533245905835,30,0.7132667617689016
5,9000,3.003041,0.707431,79.7358,506,8532,3.000334,0.135771,4.903452,38,8494,2.997546,1.844383,0.623549,0.444424,0.885248,544.0,62.3549,44.4424,88.5248,0.6335106486293252,0.485083349215628,1.512516401862233,Assembly,1.512516401862233,506,5.622222222222222
2,6741,2.998845,0.200029,33.381751,172,6579,2.997989,0.042662,0.517365,10,6569,2.995142,0.819583,0.46746,0.342265,0.683262,182.0,46.745999999999995,34.2265,68.3262,0.47027669677138156,0.3550409916052554,0.9619993981453172,Assembly,0.9619993981453172,172,2.551550215101617
4,2876,3.014141,0.0,5.521754,8,3024,2.997965,0.0,20.28111,156,2868,3.008639,0.001334,0.200636,0.157356,0.299911,164.0,20.0636,15.7356,29.9911,0.200636,0.157356,0.3003646888748618,Assembly,0.3003646888748618,8,0.27816411682892905
2,1354,3.004293,0.0,0.031782,6,1552,3.003307,0.0,102.540952,204,1348,2.986295,0.0,0.094099,0.080893,0.139915,210.0,9.4099,8.089300000000001,13.991500000000002,0.094099,0.08089300000000002,0.139915,Assembly,0.139915,6,0.4431314623338257
8,13140,3.002634,5.717081,191.193144,3557,12564,3.002489,0.995805,148.185969,2981,9583,2.993252,2.911596,0.90973,0.654139,0.996921,6538.0,90.973,65.4139,99.6921,0.9902347447841424,0.9523527808933312,1.9871449230075693,Assembly,1.9871449230075693,3557,27.07001522070015
18,12582,3.002165,5.601216,160.047013,3079,12438,3.004496,0.803927,185.712568,2935,9503,2.999853,2.904115,0.871429,0.647512,0.990969,6014.0,87.1429,64.7512,99.0969,0.9503021985012727,0.8882640651455185,1.9786486602843003,Assembly,1.9786486602843003,3079,24.471467175329835
19,13946,3.00015,17.417808,199.165275,4396,13433,3.000549,1.255387,224.586773,3883,9550,3.005582,2.932013,0.952354,0.698983,0.997677,8279.0,95.2354,69.8983,99.7677,1.197621853951902,1.0749338174334697,1.9948446754498883,Assembly,1.9948446754498883,4396,31.521583249677327
11,7568,2.998974,0.286549,1.626972,57,8426,2.997987,0.174106,73.908149,915,7511,2.991342,1.102497,0.524395,0.43856,0.781212,972.0,52.439499999999995,43.856,78.1212,0.5284300231373582,0.4906995338808445,1.1561674898564487,Assembly,1.1561674898564487,57,0.7531712473572939
20,8931,2.999596,0.79746,4.110451,207,9230,2.999051,0.253236,56.110353,506,8724,3.002154,2.211075,0.619271,0.479601,0.910354,713.0,61.9271,47.9601,91.0354,0.6305003867754475,0.5554375995534302,1.662333107185187,Assembly,1.662333107185187,207,2.317769566677864
2,2163,2.989038,0.0,1.236073,0,2187,2.988275,0.0,35.505258,24,2163,3.009333,0.00081,0.149659,0.113357,0.226013,24.0,14.965899999999998,11.3357,22.6013,0.149659,0.11335699999999999,0.22628847825235235,Assembly,0.22628847825235235,0,0.0
16,6750,3.003274,0.164904,19.08276,133,6705,2.996521,0.044047,4.767886,88,6617,3.004888,0.779875,0.468919,0.34754,0.691714,221.0,46.8919,34.754000000000005,69.1714,0.4712410861194522,0.36073075763528867,0.9569468420411102,Assembly,0.9569468420411102,133,1.9703703703703703
13,8983,2.998776,0.687295,4.712837,307,9529,2.996695,0.30113,68.250145,853,8676,2.995248,2.066483,0.621693,0.495187,0.903258,1160.0,62.16930000000001,49.518699999999995,90.3258,0.6313711047122504,0.5853664185010206,1.6060618584640354,Assembly,1.6060618584640354,307,3.4175665145274405
6,4488,2.994537,0.004123,17.379001,221,4290,2.997193,0.000166,6.087202,23,4267,3.003659,0.092845,0.310842,0.223229,0.445747,244.0,31.0842,22.3229,44.5747,0.3109000577855631,0.22327871202959246,0.4773232695551298,Assembly,0.4773232695551298,221,4.924242424242424
13,8970,3.007161,0.903162,32.623468,395,8606,2.999623,0.155189,4.504789,31,8575,3.009075,2.044416,0.623612,0.447741,0.896959,426.0,62.361200000000004,44.7741,89.6959,0.6363298233627853,0.4942154587977115,1.5922579466187765,Assembly,1.5922579466187765,395,4.403567447045708
10,714,3.008747,0.0,1.70597,4,727,3.013331,0.0,19.715584,17,710,2.973374,0.0,0.049621,0.03799,0.073427,21.0,4.9620999999999995,3.7990000000000004,7.342700000000001,0.049621,0.03799,0.073427,Assembly,0.073427,4,0.5602240896358543
5,11760,3.007334,3.204881,129.536933,2212,11952,2.998888,0.693027,156.685915,2404,9548,2.995233,2.901862,0.817272,0.621896,0.994485,4616.0,81.7272,62.1896,99.4485,0.8624013460716311,0.8294368357370796,1.9813984226268313,Assembly,1.9813984226268313,2212,18.80952380952381
8,5640,3.000087,0.068081,13.278526,48,5608,3.003578,0.005699,10.103967,16,5592,2.989717,0.438682,0.391405,0.292154,0.580749,64.0,39.1405,29.215400000000002,58.0749,0.39236367865605704,0.29386067985932096,0.7299432601215301,Assembly,0.7299432601215301,48,0.851063829787234
5,3565,2.986924,0.0,42.338521,189,3395,3.005381,0.0,0.245357,19,3376,3.005364,0.02597,0.246388,0.176627,0.352575,208.0,24.6388,17.6627,35.2575,0.246388,0.176627,0.36140730890566775,Assembly,0.36140730890566775,189,5.301542776998597
4,2864,2.995291,0.0,22.859213,13,2888,2.996085,1.5e-05,4.349518,37,2851,2.99221,0.026634,0.19832,0.149871,0.296306,50.0,19.832,14.9871,29.6306,0.19832,0.14987549205086678,0.30536413305327514,Assembly,0.30536413305327514,13,0.4539106145251397
2,1486,3.009357,0.0,66.729999,96,1396,2.980672,0.0,0.031186,6,1390,3.006595,0.0,0.103516,0.07224,0.145427,102.0,10.3516,7.224,14.5427,0.103516,0.07224,0.145427,Assembly,0.145427,96,6.460296096904441
11,9659,2.997093,0.799541,47.134131,146,10270,2.998362,0.337418,71.690764,757,9513,3.002582,2.898129,0.668053,0.533737,0.992772,903.0,66.8053,53.3737,99.2772,0.679311690256349,0.6347835879579496,1.9784158419897555,Assembly,1.9784158419897555,146,1.5115436380577698
3,14022,2.998973,19.818007,228.444012,4465,15257,3.002657,3.268673,254.090123,5700,9557,3.003178,2.921425,0.962044,0.794727,0.99771,10165.0,96.2044,79.4727,99.771,1.2411101170736163,1.773596692192696,1.9912767325660528,Assembly,1.9912767325660528,4465,31.842818428184284
19,13718,3.001291,9.656135,210.196713,4216,14459,2.998269,1.879532,245.474209,4957,9502,3.001102,2.90181,0.952866,0.749752,0.991234,9173.0,95.28659999999999,74.9752,99.12339999999999,1.088838305408341,1.3126155566501518,1.9781297376032234,Assembly,1.9781297376032234,4216,30.733343052923168
18,13338,3.000131,5.924818,201.252778,3773,12528,2.998836,0.902704,174.575872,2963,9565,3.000545,2.922321,0.910034,0.651519,0.997522,6736.0,91.0034,65.1519,99.7522,0.9934639813108285,0.9218518190434207,1.9913934591266795,Assembly,1.9913934591266795,3773,28.28759934023092
13,10768,3.000708,2.606308,64.827071,1270,11392,2.997196,0.558661,105.896888,1894,9498,2.995307,2.843171,0.747964,0.592779,0.988913,3164.0,74.79639999999999,59.277899999999995,98.8913,0.7846645750607466,0.7600812419526406,1.9558658126159516,Assembly,1.9558658126159516,1270,11.794205052005942
15,10620,2.999302,1.719883,57.432899,1120,11415,2.997762,0.46803,109.978128,1915,9500,3.001498,2.899776,0.736398,0.593191,0.991212,3035.0,73.6398,59.319100000000006,99.1212,0.7606164327935155,0.733351971145461,1.977415981102872,Assembly,1.977415981102872,1120,10.546139359698682
11,7865,3.001974,0.623775,4.850712,33,8030,2.995735,0.196597,39.357933,198,7832,3.004325,1.656849,0.54654,0.417635,0.818471,231.0,54.654,41.7635,81.8471,0.5553236515133735,0.47650991495050354,1.3819597246071118,Assembly,1.3819597246071118,33,0.4195804195804196
17,12291,3.00349,3.785265,124.196816,2742,12444,2.998343,0.681213,177.167276,2895,9549,3.005304,2.925299,0.853195,0.647786,0.997404,5637.0,85.3195,64.7786,99.7404,0.906496989733108,0.8517888964743989,1.992288266824834,Assembly,1.992288266824834,2742,22.309006590187945
20,5616,3.000951,0.098356,5.965325,34,5712,2.999068,0.008959,20.931102,130,5582,2.993201,0.405303,0.389281,0.297027,0.581416,164.0,38.9281,29.7027,58.141600000000004,0.3906659943140545,0.29970995224770247,0.7192581754483579,Assembly,0.7192581754483579,34,0.6054131054131053
16,9444,2.996613,0.701677,30.081917,570,9000,2.996222,0.11169,11.877335,126,8874,3.001017,2.235936,0.652169,0.46745,0.92584,696.0,65.2169,46.745,92.584,0.662049624011782,0.5008978107540896,1.6862742489527576,Assembly,1.6862742489527576,570,6.035578144853875
8,6064,3.002617,0.11103,48.911107,316,5784,2.998763,0.013108,0.937317,36,5748,2.99804,0.440959,0.419803,0.301107,0.599552,352.0,41.9803,30.1107,59.9552,0.4213664625105685,0.3050324535174555,0.7495206600975872,Assembly,0.7495206600975872,316,5.211081794195251
11,7601,2.998891,0.356883,7.806113,0,7689,3.015288,0.047146,8.802095,88,7601,2.993048,1.483671,0.527652,0.40194,0.789936,88.0,52.7652,40.194,78.9936,0.532677427282349,0.4160588153443666,1.2945274742541766,Assembly,1.2945274742541766,0,0.0
8,6008,3.002219,0.104835,64.686854,587,5432,3.002602,0.0013,1.119513,11,5421,2.993963,0.30573,0.417531,0.283162,0.564451,598.0,41.753099999999996,28.316200000000002,56.445100000000004,0.4190072279770823,0.2835513110751215,0.6684287359156642,Assembly,0.6684287359156642,587,9.770306258322236
4,7380,3.000159,0.269687,13.055777,290,7130,3.005613,0.042225,4.606211,40,7090,2.997283,1.060969,0.512527,0.371651,0.738792,330.0,51.2527,37.1651,73.8792,0.5163245818615481,0.384296123190003,1.0996239579259686,Assembly,1.0996239579259686,290,3.9295392953929538
10,2816,2.99564,0.0,0.137586,16,2944,3.008434,0.0,30.261732,144,2800,3.002221,0.007307,0.194713,0.153549,0.291949,160.0,19.4713,15.354899999999999,29.1949,0.194713,0.153549,0.2944340859135046,Assembly,0.2944340859135046,16,0.5681818181818182
16,10864,2.999011,1.769762,96.44772,1438,11888,3.000631,0.59423,156.683919,2462,9426,3.001678,2.822594,0.752308,0.618653,0.98329,3900.0,75.2308,61.8653,98.329,0.7772288010414183,0.7966070924380217,1.943244644716378,Assembly,1.943244644716378,1438,13.23637702503682
8,5800,2.995525,0.070831,1.711561,16,5824,3.001833,0.015713,18.606957,40,5784,2.999066,0.317843,0.401931,0.303364,0.602329,56.0,40.1931,30.3364,60.2329,0.40292840262168855,0.3080695730179874,0.7104263261264595,Assembly,0.7104263261264595,16,0.27586206896551724
4,2852,3.00407,0.001686,5.123457,68,2788,2.997389,0.0,8.292723,4,2784,3.004785,0.007755,0.198156,0.144921,0.290463,72.0,19.8156,14.492099999999999,29.046300000000002,0.1981797413112926,0.144921,0.293100449193818,Assembly,0.293100449193818,68,2.3842917251051894
9,8880,2.991416,0.745545,100.992138,714,8244,3.004785,0.130398,2.712167,78,8166,2.997204,1.861327,0.614825,0.429829,0.850763,792.0,61.482499999999995,42.9829,85.0763,0.6253233487115354,0.46887929659514527,1.483793998785515,Assembly,1.483793998785515,714,8.04054054054054
16,13554,3.000932,7.306212,212.406215,3996,13104,2.998057,1.292368,166.04005,3546,9558,3.002891,2.933267,0.935858,0.680635,0.997496,7542.0,93.58579999999999,68.0635,99.7496,1.0387400008670225,1.0676605196404443,1.9950901565961225,Assembly,1.9950901565961225,3996,29.482071713147413
12,8388,3.000181,0.653679,4.75747,170,8652,3.003082,0.170817,47.13081,434,8218,3.005429,1.995377,0.58094,0.450715,0.858753,604.0,58.094,45.0715,85.8753,0.5901447429563712,0.5018695768607871,1.537373949066792,Assembly,1.537373949066792,170,2.0267048164043873
5,3640,3.005204,0.000726,34.296187,32,3615,2.992329,0.0,0.266274,7,3608,2.993218,0.03182,0.252778,0.1876,0.375173,39.0,25.2778,18.759999999999998,37.5173,0.2527882231269267,0.1876,0.3859948740615459,Assembly,0.3859948740615459,32,0.8791208791208791
18,13032,3.001963,5.897707,165.376729,3505,12924,2.998049,1.233,177.598023,3397,9527,3.00549,2.890189,0.900956,0.671012,0.995433,6902.0,90.0956,67.1012,99.5433,0.9840042193354703,1.0402585812498204,1.9783764749234867,Assembly,1.9783764749234867,3505,26.895334561080418
2,1452,2.998009,0.0,5.609012,4,1478,2.999007,0.0,32.680948,30,1448,3.005151,0.0,0.100548,0.076927,0.151092,34.0,10.0548,7.692699999999999,15.109200000000001,0.100548,0.076927,0.151092,Assembly,0.151092,4,0.27548209366391185
18,11184,2.998888,1.941852,98.18065,1747,12336,3.003221,0.95425,143.868775,2899,9437,3.000417,2.863639,0.775376,0.638792,0.98423,4646.0,77.5376,63.879200000000004,98.423,0.8027200764034261,0.9245613026420447,1.9581439099852704,Assembly,1.9581439099852704,1747,15.620529327610871
8,743,2.997468,0.0,7.249137,21,724,2.992834,0.0,15.869099,2,722,3.008997,0.0,0.051536,0.03757,0.075434,23.0,5.1536,3.757,7.5434,0.051536,0.03757,0.075434,Assembly,0.075434,21,2.826379542395693
12,4879,3.008426,0.047983,10.448851,6,5117,2.993279,0.005841,26.283545,244,4873,2.993894,0.2289,0.339771,0.265231,0.506972,250.0,33.9771,26.5231,50.697199999999995,0.34044666983378014,0.26698020460752653,0.5848201135351307,Assembly,0.5848201135351307,6,0.12297601967616315
4,2892,2.999592,0.000245,0.514754,12,2972,3.000583,0.0,26.035289,92,2880,3.001884,0.004171,0.200785,0.154672,0.300683,104.0,20.0785,15.4672,30.068299999999997,0.2007884499533017,0.154672,0.30210154295131075,Assembly,0.30210154295131075,12,0.4149377593360996
6,4296,3.002633,0.018122,1.997947,12,4638,2.998101,3e-05,57.688953,354,4284,3.001512,0.112036,0.298376,0.240675,0.446483,366.0,29.8376,24.0675,44.6483,0.2986311838927904,0.24068398410173358,0.48458606355623374,Assembly,0.48458606355623374,12,0.27932960893854747
4,2876,2.999635,0.0,24.599436,8,2888,2.995997,0.0,7.335461,20,2868,3.000038,0.00531,0.199557,0.150216,0.298937,28.0,19.9557,15.0216,29.893700000000003,0.199557,0.150216,0.3007429129876433,Assembly,0.3007429129876433,8,0.27816411682892905
15,11280,3.00553,2.076584,124.613217,1744,10350,2.997419,0.369753,81.5212,814,9536,3.004562,2.894883,0.784777,0.538599,0.995974,2558.0,78.4777,53.8599,99.59740000000001,0.8140182972534119,0.6493289522764516,1.980513888400699,Assembly,1.980513888400699,1744,15.460992907801419
8,5520,2.994477,0.044225,33.05826,61,5496,2.998066,0.016121,0.712298,37,5459,3.003224,0.418313,0.3822,0.285524,0.569855,98.0,38.22,28.5524,56.9855,0.38282275177456443,0.29035175680156394,0.7121218323163878,Assembly,0.7121218323163878,61,1.105072463768116
18,13914,3.003584,9.567519,192.391362,4428,12204,2.996498,0.750174,159.850482,2718,9486,3.007409,2.882801,0.948245,0.634014,0.991429,7146.0,94.8245,63.401399999999995,99.1429,1.0829694643398322,0.8586686511293614,1.971859841184747,Assembly,1.971859841184747,4428,31.82406209573092
14,9800,2.998635,1.607927,37.337084,313,9800,2.99562,0.281623,45.527442,313,9487,3.004367,2.877053,0.680052,0.509672,0.990489,626.0,68.0052,50.9672,99.04889999999999,0.7026939308676109,0.5940096560837942,1.9689649658828685,Assembly,1.9689649658828685,313,3.1938775510204085
7,5089,2.997307,0.035189,0.71712,126,4984,3.005539,0.002793,32.695793,21,4963,3.006085,0.199168,0.352876,0.259744,0.518049,147.0,35.287600000000005,25.974399999999996,51.804899999999996,0.35337151186422044,0.2605804198713956,0.5857853611907599,Assembly,0.5857853611907599,126,2.4759284731774414
6,5264,3.0005,0.083397,25.609291,105,5180,2.999043,0.000392,1.823504,21,5159,2.997003,0.200403,0.364406,0.269557,0.537005,126.0,36.4406,26.9557,53.7005,0.3655803500224613,0.269674392262652,0.6051613805014452,Assembly,0.6051613805014452,105,1.9946808510638299
3,11488,3.000376,3.08418,117.549027,1925,11616,2.993953,0.510742,163.171702,2053,9563,2.999243,2.905259,0.79549,0.603781,0.996865,3978.0,79.549,60.3781,99.6865,0.8389197019350183,0.7567329362536056,1.984933730803672,Assembly,1.984933730803672,1925,16.756615598885794
8,11220,2.997528,2.103246,102.830602,1710,10455,3.00104,0.411214,56.846327,945,9510,2.996798,2.889408,0.774283,0.54472,0.990739,2655.0,77.42830000000001,54.472,99.07390000000001,0.8038997366612907,0.6678662803423062,1.9734168594727617,Assembly,1.9734168594727617,1710,15.240641711229946
2,1468,2.99343,0.0,24.69757,12,1462,2.99923,0.0,2.528872,6,1456,3.001161,0.0,0.101579,0.076012,0.151725,18.0,10.1579,7.6011999999999995,15.1725,0.101579,0.076012,0.151725,Assembly,0.151725,12,0.8174386920980926
7,5026,3.004057,0.040938,23.269074,28,5117,3.00779,0.000796,3.145822,119,4998,2.995637,0.201083,0.34898,0.266846,0.520305,147.0,34.898,26.684600000000003,52.0305,0.3495564660745533,0.2670843781659975,0.5886926461947781,Assembly,0.5886926461947781,28,0.5571030640668524
9,6768,3.004287,0.196173,50.288753,605,6201,3.001187,0.011492,0.628666,38,6163,2.998677,0.45592,0.469916,0.32253,0.642997,643.0,46.9916,32.253,64.2997,0.4726783987308453,0.32597150990407375,0.7980538454475179,Assembly,0.7980538454475179,605,8.939125295508275
7,12223,2.994537,4.759177,168.045053,2724,12920,2.999713,1.035125,187.318669,3421,9499,3.000404,2.862165,0.847274,0.672199,0.990529,6145.0,84.7274,67.2199,99.0529,0.9142900751207759,0.9821879435654666,1.9639416075853107,Assembly,1.9639416075853107,2724,22.28585453652949
8,5520,2.995484,0.05797,0.169234,32,5752,2.997926,0.008672,55.387074,264,5488,3.001803,0.31186,0.382453,0.298863,0.572609,296.0,38.2453,29.8863,57.26090000000001,0.3832693011955116,0.30146000434111797,0.6786715281217383,Assembly,0.6786715281217383,32,0.5797101449275363
9,7380,3.001241,0.263755,26.256846,340,7060,2.997795,0.057558,2.318581,20,7040,2.999215,1.128707,0.511913,0.367438,0.734149,360.0,51.1913,36.7438,73.4149,0.5156270507473204,0.38467489758603174,1.1180184219479985,Assembly,1.1180184219479985,340,4.607046070460704
11,1418,2.99683,0.0,1.489699,24,1560,2.993455,0.0,43.979524,166,1394,2.975795,0.0,0.097759,0.080808,0.14444,190.0,9.7759,8.0808,14.444,0.097759,0.080808,0.14444,Assembly,0.14444,24,1.692524682651622
13,2235,2.990611,0.0,51.453212,101,2148,3.007279,0.0,0.009122,14,2134,3.006582,0.0,0.154577,0.112132,0.223143,115.0,15.457699999999999,11.213199999999999,22.3143,0.154577,0.11213199999999998,0.22314299999999998,Assembly,0.22314299999999998,101,4.519015659955257
7,5243,2.992543,0.070168,19.191807,196,5068,2.994857,0.008108,6.820797,21,5047,3.011462,0.353171,0.363192,0.263226,0.528368,217.0,36.3192,26.3226,52.8368,0.3641800666256108,0.26565410322852684,0.6484802590883165,Assembly,0.6484802590883165,196,3.7383177570093453
8,6224,2.991714,0.114788,103.189076,728,5504,2.997082,0.002182,0.240309,8,5496,3.012309,0.464548,0.429788,0.286388,0.57514,736.0,42.9788,28.638799999999996,57.513999999999996,0.43140438056978414,0.28704144366608847,0.7331311989799822,Assembly,0.7331311989799822,728,11.696658097686376
2,1522,2.997596,0.0,1.316849,11,1518,2.999614,0.0,50.644475,7,1511,3.016058,0.0,0.10561,0.078961,0.158444,18.0,10.561,7.896100000000001,15.8444,0.10561,0.078961,0.158444,Assembly,0.158444,11,0.7227332457293035
4,7535,3.002379,0.474781,20.790279,33,7843,3.005167,0.096209,16.979823,341,7502,2.998635,1.397224,0.522663,0.408865,0.781176,374.0,52.2663,40.8865,78.1176,0.5293486011369019,0.4376767147895085,1.2563671427960226,Assembly,1.2563671427960226,33,0.43795620437956206
7,12312,3.003519,5.420966,137.346399,2731,13302,2.994233,1.266119,201.156364,3721,9581,2.989318,2.9101,0.855172,0.690159,0.995444,6452.0,85.5172,69.0159,99.5444,0.9315070185721548,1.0693237300936262,1.9851591384822371,Assembly,1.9851591384822371,2731,22.1816114359974
15,7975,3.012116,0.36301,16.78083,154,7920,3.000537,0.079313,1.365843,99,7821,3.002749,1.314358,0.550719,0.412574,0.816859,253.0,55.0719,41.2574,81.6859,0.5558307042777759,0.4363258686931606,1.2638676972905523,Assembly,1.2638676972905523,154,1.9310344827586208
8,5424,2.995453,0.069735,0.192392,24,5720,2.998657,0.005723,84.097685,320,5400,3.001421,0.410705,0.375684,0.297783,0.563222,344.0,37.568400000000004,29.7783,56.3222,0.3766659693612041,0.29949686714070783,0.7029013773239227,Assembly,0.7029013773239227,24,0.4424778761061947
9,7560,2.999651,0.330344,8.335366,335,7240,2.995481,0.047922,11.39122,15,7225,2.997154,1.178941,0.524849,0.376515,0.752971,350.0,52.4849,37.6515,75.2971,0.5295007198918421,0.39086620410920836,1.153924834946355,Assembly,1.153924834946355,335,4.431216931216931
17,12189,2.997163,4.252925,167.946053,2672,12257,3.000583,0.817571,160.500168,2740,9517,2.995448,2.916067,0.84569,0.638114,0.991063,5412.0,84.569,63.8114,99.1063,0.9055773169211874,0.8829520346139471,1.982807494941233,Assembly,1.982807494941233,2672,21.92140454508163
2,1444,3.002471,0.0,0.791004,23,1434,2.995433,0.0,28.055661,13,1421,2.987416,0.0,0.100263,0.074405,0.147685,36.0,10.0263,7.4405,14.768500000000001,0.100263,0.074405,0.147685,Assembly,0.147685,23,1.5927977839335181
17,3032,3.00831,0.0,39.792877,144,2892,3.008257,0.0,1.534058,4,2888,2.993189,0.00508,0.210865,0.150854,0.30015,148.0,21.0865,15.085399999999998,30.014999999999997,0.210865,0.150854,0.3018776907678395,Assembly,0.3018776907678395,144,4.749340369393139
