Demand,Entities In Part 1,Part 1 VA Time,Drilling Queue Time,Part 1 Storage Time,Part 1 Stored,Entities In Part 2,Part 2 VA Time,Milling Queue Time,Part 2 Storage Time,Part 2 Stored,Entities Out,Assembly Time,Assembly Queue Time,Drilling Utilization,Milling Utilization,Assembly Utilization,WIP_Stored,Drilling_Util_Pct,Milling_Util_Pct,Assembly_Util_Pct,Drilling_Score,Milling_Score,Assembly_Score,Bottleneck_Zone,Bottleneck_Score,Throughput_Gap,Throughput_Loss_Percent
11,7898,2.995613,0.414443,2.677912,70,7865,2.998144,0.113243,48.392754,37,7828,2.997871,1.583643,0.547026,0.408977,0.815901,107.0,54.702600000000004,40.8977,81.59009999999999,0.5528619550866211,0.4428898877538308,1.3544926123333991,Assembly,1.3544926123333991,70,0.8863003291972652
19,8880,3.003848,0.68392,4.996615,33,9012,3.006808,0.21616,25.638021,165,8847,3.005678,2.198507,0.617479,0.469707,0.924373,198.0,61.7479,46.9707,92.4373,0.627109579845339,0.5344404476909661,1.6720777730178233,Assembly,1.6720777730178233,33,0.37162162162162166
16,2187,2.999143,0.0,0.672783,6,2424,3.005186,0.0,87.519633,243,2181,3.016281,0.0,0.151677,0.126348,0.228702,249.0,15.1677,12.634799999999998,22.8702,0.151677,0.126348,0.22870200000000002,Assembly,0.22870200000000002,6,0.2743484224965706
20,14960,3.003952,33.218084,229.162032,5411,14600,3.007994,1.610481,243.662305,5051,9549,3.006124,2.937315,0.992866,0.761687,0.997739,10462.0,99.2866,76.1687,99.7739,1.4606245247853233,1.2439778381328401,1.9967098676646686,Assembly,1.9967098676646686,5411,36.169786096256686
1,6327,3.00133,0.150133,0.521749,24,6615,3.007615,0.019371,33.786458,312,6303,2.998145,0.660644,0.439589,0.345033,0.657138,336.0,43.9589,34.503299999999996,65.7138,0.44170308913896406,0.3508340344893676,0.8818207833914503,Assembly,0.8818207833914503,24,0.3793266951161688
5,3750,3.003817,0.003236,51.413034,274,3490,3.003236,4.4e-05,4.899967,14,3476,3.005097,0.072816,0.260705,0.181968,0.363158,288.0,26.070500000000003,18.1968,36.315799999999996,0.26075056754646675,0.18198117668254257,0.3879224745966539,Assembly,0.3879224745966539,274,7.306666666666667
9,6705,3.005602,0.144651,59.556286,657,6066,2.98928,0.008798,0.705162,18,6048,2.999143,0.561286,0.466531,0.314835,0.630296,675.0,46.653099999999995,31.4835,63.029599999999995,0.4685678946736579,0.3174697375683989,0.8211874646294426,Assembly,0.8211874646294426,657,9.798657718120806
5,3695,3.001037,0.001298,58.60012,170,3535,3.008329,0.0,0.239546,10,3525,3.001912,0.036028,0.256624,0.184617,0.367466,180.0,25.6624,18.4617,36.7466,0.25664227771177806,0.184617,0.37971900058734687,Assembly,0.37971900058734687,170,4.600811907983761
9,8952,2.998475,0.439515,2.899782,57,9300,2.999691,0.274925,48.543095,405,8895,3.006187,2.281489,0.620336,0.483843,0.92972,462.0,62.0336,48.3843,92.972,0.6265250050016438,0.5661748056367453,1.7056466697298034,Assembly,1.7056466697298034,57,0.6367292225201072
18,6669,2.999453,0.160418,0.633854,49,6651,3.005892,0.01947,25.052659,31,6620,2.998832,0.863187,0.461636,0.346753,0.689842,80.0,46.1636,34.6753,68.9842,0.4638949167704258,0.3525836820250884,0.9834089706336783,Assembly,0.9834089706336783,49,0.7347428400059979
15,4795,2.995616,0.052684,0.303046,53,5411,2.997866,0.002438,117.485376,669,4742,3.008241,0.209464,0.331606,0.281622,0.496554,722.0,33.1606,28.1622,49.6554,0.3323478666928469,0.2823521080008816,0.5677919958651054,Assembly,0.5677919958651054,53,1.105318039624609
18,13392,3.003082,9.618199,205.811117,3845,13824,2.997204,1.512017,208.109379,4277,9547,3.003254,2.914867,0.925218,0.714838,0.996651,8122.0,92.5218,71.4838,99.6651,1.0606561118228153,1.1676418183630248,1.987987379011822,Assembly,1.987987379011822,3845,28.71117084826762
10,6760,2.996305,0.225285,3.290738,44,7000,2.99584,0.023188,18.181808,284,6716,3.004844,0.824493,0.468045,0.363904,0.701794,328.0,46.8045,36.3904,70.1794,0.4712173376717411,0.3708481116999358,0.9822012724898235,Assembly,0.9822012724898235,44,0.650887573964497
11,9360,3.004413,1.142111,107.676799,1100,8593,3.003142,0.189717,4.060697,333,8260,2.996326,1.786257,0.650601,0.44695,0.860496,1433.0,65.0601,44.695,86.0496,0.6666835698586677,0.5037645609529376,1.467995946434784,Assembly,1.467995946434784,1100,11.752136752136751
14,2265,3.008686,0.0,49.560442,186,2091,3.004367,0.0,0.75171,12,2079,3.013155,0.0,0.157536,0.108727,0.217758,198.0,15.7536,10.8727,21.7758,0.157536,0.108727,0.217758,Assembly,0.217758,186,8.211920529801324
2,13300,2.998168,16.247015,229.93087,3746,13699,2.997355,1.591674,243.707383,4145,9554,3.001077,2.913705,0.920755,0.71077,0.996675,7891.0,92.0755,71.077,99.6675,1.1495364001724189,1.1874287047560637,1.9876161867535094,Assembly,1.9876161867535094,3746,28.165413533834588
5,12019,2.995723,3.360498,108.06531,2522,12002,3.003742,0.727113,170.118549,2505,9497,2.995722,2.87747,0.825682,0.625768,0.988923,5027.0,82.5682,62.5768,98.8923,0.8730026578387854,0.8435165721267645,1.9675407861683392,Assembly,1.9675407861683392,2522,20.983442882103336
8,7860,2.99715,0.441109,0.800797,36,8652,2.996908,0.132718,75.252071,828,7824,2.99457,1.4237,0.544578,0.449336,0.814557,864.0,54.4578,44.9336,81.4557,0.550789450820268,0.4890810671292081,1.2987525405852587,Assembly,1.2987525405852587,36,0.45801526717557256
19,13471,3.003368,11.620652,184.151774,3957,13851,2.995092,1.524863,196.285364,4337,9514,3.005692,2.905685,0.935736,0.718481,0.994084,8294.0,93.5736,71.8481,99.4084,1.0993715376957809,1.1751318107253406,1.9822976119586129,Assembly,1.9822976119586129,3957,29.37421126865118
8,10486,3.000803,1.265942,65.860704,944,10458,3.00122,0.49467,41.855516,916,9542,2.999053,2.909198,0.725448,0.542288,0.994389,1860.0,72.5448,54.2288,99.43889999999999,0.7432742889088901,0.6904268534848732,1.9837973713419632,Assembly,1.9837973713419632,944,9.002479496471485
1,743,2.988631,0.0,12.893582,22,724,3.009059,0.0,7.35644,3,721,3.015131,0.0,0.051388,0.03779,0.075548,25.0,5.138800000000001,3.779,7.5548,0.05138800000000001,0.03779,0.075548,Assembly,0.075548,22,2.9609690444145356
14,10010,2.999512,1.37954,53.236731,618,9800,3.001844,0.279265,14.943026,408,9392,2.996668,2.778982,0.694118,0.510026,0.978617,1026.0,69.4118,51.0026,97.8617,0.7135439125626374,0.5936575056875353,1.9237393514551542,Assembly,1.9237393514551542,618,6.173826173826174
16,10928,2.995392,1.880844,72.485473,1353,11808,2.994427,0.617505,169.118395,2233,9575,2.998301,2.914129,0.753391,0.613858,0.997557,3586.0,75.3391,61.3858,99.7557,0.7798759957869734,0.7987822580329849,1.9886423877152344,Assembly,1.9886423877152344,1353,12.38103953147877
6,2884,2.994038,0.000633,66.144211,203,2692,2.999564,0.0,0.022408,11,2681,3.002766,0.002708,0.199494,0.139989,0.279936,214.0,19.9494,13.9989,27.9936,0.19950291355281627,0.139989,0.2808569816140373,Assembly,0.2808569816140373,203,7.038834951456311
8,726,3.020645,0.0,17.092846,19,711,3.00333,0.0,4.540906,4,707,3.004032,0.0,0.050682,0.036992,0.073813,23.0,5.0682,3.6992,7.3813,0.050682,0.036992,0.073813,Assembly,0.073813,19,2.6170798898071626
7,5152,2.99754,0.038317,3.26784,98,5075,3.001552,0.001896,11.108881,21,5054,3.00461,0.185458,0.357484,0.264036,0.527393,119.0,35.748400000000004,26.4036,52.7393,0.358023558614946,0.26460379522956173,0.5904666366972402,Assembly,0.5904666366972402,98,1.9021739130434785
19,9555,2.99763,0.893064,26.037736,561,9035,3.001321,0.210549,10.517752,41,8994,2.995875,2.409206,0.662321,0.470026,0.936316,602.0,66.2321,47.0026,93.6316,0.6748966289609865,0.5330791211967303,1.7556787881936144,Assembly,1.7556787881936144,561,5.8712715855573
13,14420,2.995927,37.648903,232.462956,4916,14460,3.00294,1.897603,235.66246,4956,9504,2.996912,2.865429,0.989883,0.749191,0.989988,9872.0,98.9883,74.9191,98.9988,1.5200338457581641,1.317466280064398,1.9645106829133083,Assembly,1.9645106829133083,4916,34.09153952843273
15,10695,3.004347,2.124398,72.778767,1349,10605,3.001874,0.439666,66.225114,1259,9346,3.002514,2.670258,0.741132,0.552103,0.975531,2608.0,74.1132,55.210300000000004,97.5531,0.771046587323486,0.6837698024264263,1.8836766878640947,Assembly,1.8836766878640947,1349,12.613370733987844
13,9360,2.998672,0.802587,28.335115,168,9308,3.003176,0.182789,13.174813,116,9192,3.008184,2.576428,0.648092,0.485305,0.961186,284.0,64.8092,48.530499999999996,96.1186,0.6593935823288266,0.540044832392598,1.83742042315024,Assembly,1.83742042315024,168,1.7948717948717947
14,9870,3.003523,1.239184,43.22283,574,9604,2.998329,0.289186,25.308654,308,9296,3.000364,2.719739,0.685498,0.49993,0.969411,882.0,68.5498,49.992999999999995,96.9411,0.7029474976825749,0.5865325481308277,1.8943850081167457,Assembly,1.8943850081167457,574,5.815602836879433
2,1488,3.004307,0.0,35.093572,36,1456,2.998243,0.0,1.021864,4,1452,3.021651,0.0,0.103478,0.075776,0.152388,40.0,10.3478,7.5775999999999994,15.2388,0.103478,0.075776,0.152388,Assembly,0.152388,36,2.4193548387096775
14,8220,2.996668,0.617766,2.933401,56,9000,2.994967,0.124927,53.469158,836,8164,2.99377,1.700177,0.568479,0.467871,0.849773,892.0,56.847899999999996,46.787099999999995,84.9773,0.577178036128108,0.5052828959089993,1.4279974304317085,Assembly,1.4279974304317085,56,0.6812652068126521
10,8996,2.999854,0.728523,16.003889,84,9243,3.006163,0.242167,12.773784,331,8912,2.994715,2.254406,0.622196,0.482228,0.927836,415.0,62.2196,48.2228,92.78359999999999,0.6324546544049975,0.5547497654837998,1.6945518332996068,Assembly,1.6945518332996068,84,0.9337483325922632
2,10206,2.999394,1.191927,44.929036,681,10752,3.001245,0.3322,84.599959,1227,9525,2.993441,2.841125,0.708456,0.558704,0.990649,1908.0,70.84559999999999,55.8704,99.0649,0.7252400509757213,0.6581879531964236,1.9569059749563058,Assembly,1.9569059749563058,681,6.67254556143445
15,10230,2.997267,1.475491,27.28293,764,10590,3.001608,0.399346,66.809545,1124,9466,2.999717,2.739442,0.704029,0.550807,0.986916,1888.0,70.4029,55.08070000000001,98.69160000000001,0.7248060410085669,0.6703991696965051,1.918590931581065,Assembly,1.918590931581065,764,7.468230694037145
12,8796,2.996217,0.608945,12.427709,207,8676,2.988899,0.238769,23.592711,87,8589,3.00065,2.157437,0.608053,0.449179,0.895955,294.0,60.805299999999995,44.9179,89.5955,0.6166278237278043,0.5206831662274439,1.6296920053337351,Assembly,1.6296920053337351,207,2.3533424283765347
7,5054,2.999906,0.064977,58.727838,135,4956,2.997739,0.00752,2.775715,37,4919,3.003799,0.297738,0.350132,0.25793,0.514003,172.0,35.0132,25.793,51.4003,0.3510469698599406,0.2601820148345488,0.6152626838257875,Assembly,0.6152626838257875,135,2.6711515631183222
7,11050,3.001792,2.860849,100.824422,1521,12019,2.999194,0.77035,108.618907,2490,9529,3.00066,2.898554,0.76785,0.623819,0.994008,4011.0,76.785,62.3819,99.4008,0.8081348794010385,0.8545157590152466,1.9797963830480887,Assembly,1.9797963830480887,1521,13.76470588235294
13,8983,2.99892,1.089224,14.519952,152,9620,2.999092,0.252437,80.698397,789,8831,2.992535,2.504987,0.618998,0.500393,0.918795,941.0,61.899800000000006,50.0393,91.87950000000001,0.6343358446330851,0.5759903229772594,1.7707325813893693,Assembly,1.7707325813893693,152,1.6920850495380162
10,7070,3.006518,0.260716,23.191289,55,7550,3.003673,0.070817,19.094727,535,7015,2.997323,1.08924,0.491793,0.393585,0.731327,590.0,49.1793,39.3585,73.1327,0.4954642572449371,0.41479257108221296,1.1017738291262815,Assembly,1.1017738291262815,55,0.7779349363507779
2,8151,3.004947,0.440172,57.975255,551,7645,2.996804,0.049711,1.527853,45,7600,2.994857,1.465794,0.566975,0.397387,0.791428,596.0,56.6975,39.7387,79.14280000000001,0.5731732565090691,0.41227395604258704,1.2899395671957778,Assembly,1.2899395671957778,551,6.75990675990676
6,2824,2.993703,0.0,11.349597,10,2860,2.979364,0.0,2.067247,46,2814,3.001921,0.00069,0.19555,0.147935,0.293791,56.0,19.555,14.793500000000002,29.3791,0.19555,0.147935,0.2940256666594113,Assembly,0.2940256666594113,10,0.3541076487252125
6,4122,3.004978,0.009226,3.113375,24,4338,2.999846,0.0,36.367018,240,4098,3.001247,0.047842,0.286101,0.225926,0.427167,264.0,28.6101,22.592599999999997,42.7167,0.2862309153843331,0.22592599999999996,0.44343790191239724,Assembly,0.44343790191239724,24,0.5822416302765648
3,2262,2.999838,0.0,34.682687,105,2169,3.001572,0.0,6.413966,12,2157,2.993655,0.001029,0.156768,0.112952,0.224338,117.0,15.676799999999998,11.2952,22.4338,0.156768,0.112952,0.22468795940946987,Assembly,0.22468795940946987,105,4.641909814323608
14,10360,3.000463,2.382695,84.937592,1006,10262,2.993491,0.289075,53.45034,908,9354,3.007141,2.794838,0.718643,0.53332,0.977983,1914.0,71.8643,53.332,97.79830000000001,0.7521947815601094,0.6198893069544135,1.928497923269104,Assembly,1.928497923269104,1006,9.71042471042471
8,5888,2.997926,0.098625,11.453085,26,5896,2.985613,0.009765,6.995047,34,5862,2.99483,0.399583,0.40828,0.305336,0.610115,60.0,40.827999999999996,30.5336,61.0115,0.40966878222196534,0.30826032511427776,0.7460118228514991,Assembly,0.7460118228514991,26,0.44157608695652173
2,7190,2.998858,0.221991,2.925712,56,7320,3.000739,0.053332,19.509879,186,7134,2.994298,0.902728,0.498141,0.380614,0.742884,242.0,49.8141,38.0614,74.2884,0.5012669534016357,0.3965853371218292,1.0498987306043754,Assembly,1.0498987306043754,56,0.7788595271210014
8,5464,2.997787,0.049014,1.484207,31,5616,3.004393,0.018329,19.25487,183,5433,3.012849,0.383215,0.378583,0.292934,0.569168,214.0,37.8583,29.293400000000002,56.9168,0.37927318780053143,0.2984229866891549,0.6994981215743343,Assembly,0.6994981215743343,31,0.5673499267935579
5,3700,2.982609,0.0,41.827347,190,3515,3.001733,0.0,0.067726,5,3510,3.002024,0.026966,0.255355,0.183179,0.366166,195.0,25.5355,18.3179,36.6166,0.255355,0.183179,0.37533704512707877,Assembly,0.37533704512707877,190,5.135135135135135
13,9633,3.003764,1.009087,22.359356,445,9633,3.003002,0.276539,57.198912,445,9188,3.001435,2.639242,0.668034,0.501321,0.958647,890.0,66.8034,50.1321,95.8647,0.6822434001116996,0.5841361503100114,1.856244251475254,Assembly,1.856244251475254,445,4.619537008200976
14,10010,3.003408,1.29564,45.671,629,9954,3.002483,0.320584,29.607247,573,9381,2.999844,2.78285,0.695964,0.518107,0.978262,1202.0,69.5964,51.8107,97.8262,0.7142084795748261,0.6141123090051844,1.9246998451342887,Assembly,1.9246998451342887,629,6.283716283716284
10,5840,2.994906,0.069791,38.838215,232,5624,2.996235,0.003556,0.340958,16,5608,3.010805,0.456177,0.404749,0.292471,0.586669,248.0,40.474900000000005,29.2471,58.6669,0.4057317579219588,0.2935359155254861,0.7418132502757333,Assembly,0.7418132502757333,232,3.9726027397260277
8,5992,2.995271,0.102967,2.312336,63,6272,3.008984,0.01857,32.576169,343,5929,2.99448,0.627918,0.413924,0.327155,0.617452,406.0,41.3924,32.7155,61.7452,0.415373923843337,0.3327161589730812,0.831004781803199,Assembly,0.831004781803199,63,1.0514018691588785
14,9296,2.995101,1.104774,10.971927,74,9632,2.995407,0.232045,24.907006,410,9222,3.004145,2.674248,0.643582,0.499138,0.963145,484.0,64.3582,49.9138,96.31450000000001,0.6591388110569285,0.5686285295588926,1.8726476733293862,Assembly,1.8726476733293862,74,0.7960413080895009
14,9702,2.997679,1.17967,29.533312,426,10374,3.003029,0.29191,76.190158,1098,9276,2.991247,2.594195,0.671366,0.540355,0.964392,1524.0,67.1366,54.035500000000006,96.4392,0.6879774547405414,0.6277733045682361,1.8466689195817763,Assembly,1.8466689195817763,426,4.390847247990106
13,9386,3.000929,0.983444,65.481058,905,8528,3.003877,0.170718,3.014163,47,8481,2.996882,1.862667,0.651721,0.444741,0.88355,952.0,65.1721,44.4741,88.35499999999999,0.6655693096932676,0.49586592932506635,1.517036728240024,Assembly,1.517036728240024,905,9.642020029831665
11,8162,2.993532,0.407854,2.849419,74,8217,3.002666,0.130271,45.002124,129,8088,3.00083,1.666566,0.564625,0.428349,0.843869,203.0,56.462500000000006,42.8349,84.3869,0.5703681724649681,0.4673612638978064,1.4106624433455166,Assembly,1.4106624433455166,74,0.9066405292820388
16,11568,2.999586,2.634477,123.705958,2127,11424,3.000905,0.691265,112.753842,1983,9441,3.003406,2.883857,0.799092,0.594444,0.985444,4110.0,79.9092,59.444399999999995,98.5444,0.8361892352017914,0.8014571694952611,1.9662339832026285,Assembly,1.9662339832026285,2127,18.386929460580916
14,10640,2.992695,1.350632,96.555894,1138,9898,3.006768,0.374776,35.562464,396,9502,2.998583,2.90973,0.734337,0.516561,0.990502,1534.0,73.4337,51.6561,99.0502,0.7533558462359193,0.6287951903767094,1.9800913027373355,Assembly,1.9800913027373355,1138,10.69548872180451
16,688,2.992897,0.0,6.613752,0,693,3.003345,0.0,9.9285,5,688,3.00031,0.0,0.047665,0.036096,0.071674,5.0,4.7665,3.6096000000000004,7.1674,0.047665,0.036096,0.071674,Assembly,0.071674,0,0.0
15,10740,3.001613,2.165509,59.095497,1248,10905,3.001921,0.445359,68.550284,1413,9492,2.994177,2.83377,0.740112,0.568354,0.987892,2661.0,74.0112,56.8354,98.7892,0.7706054894875135,0.7017256854654005,1.951647564405625,Assembly,1.951647564405625,1248,11.620111731843576
2,12359,2.998557,5.845515,154.467926,2832,12631,2.997123,0.811762,181.10515,3104,9527,3.003033,2.902819,0.855593,0.6564,0.994453,5936.0,85.55930000000001,65.64,99.4453,0.9379062807121109,0.8994984130482697,1.9816918950805364,Assembly,1.9816918950805364,2832,22.914475281171615
5,5992,3.000594,0.091932,15.38148,331,5696,3.009738,0.002218,4.137049,35,5661,3.001297,0.302156,0.415184,0.297129,0.590498,366.0,41.5184,29.712899999999998,59.0498,0.4164785351303394,0.29779322458816876,0.6932602306392354,Assembly,0.6932602306392354,331,5.524032042723632
1,9646,2.99725,1.226426,36.72342,567,9165,2.997452,0.221365,6.545132,86,9079,3.000399,2.376521,0.669197,0.476738,0.947113,653.0,66.9197,47.6738,94.7113,0.6864668466449289,0.5430301893417409,1.7553597305662847,Assembly,1.7553597305662847,567,5.878084179970973
14,699,3.005025,0.0,22.60891,1,707,2.99967,0.0,3.794778,9,698,3.006146,0.0,0.048623,0.036723,0.072888,10.0,4.8623,3.6723,7.288799999999999,0.048623,0.036723,0.072888,Assembly,0.072888,1,0.14306151645207438
7,5180,2.997402,0.022205,1.849995,85,5110,2.993445,0.000351,26.248223,15,5095,2.993068,0.126199,0.358813,0.265393,0.530088,100.0,35.881299999999996,26.539299999999997,53.0088,0.35912567842067156,0.2654981139902828,0.573007851813106,Assembly,0.573007851813106,85,1.6409266409266408
12,5696,2.995444,0.097573,6.590998,16,5888,2.999532,0.00465,10.447005,208,5680,3.01108,0.356935,0.394955,0.306229,0.594556,224.0,39.4955,30.622899999999998,59.4556,0.3963289685449311,0.30762153576870366,0.7159483827202355,Assembly,0.7159483827202355,16,0.2808988764044944
12,7425,2.997546,0.426174,7.633845,24,7579,2.999081,0.071437,13.735016,178,7401,2.99499,1.221403,0.514694,0.394619,0.770496,202.0,51.4694,39.4619,77.0496,0.5206951444832839,0.4160122425180401,1.1858910171085597,Assembly,1.1858910171085597,24,0.3232323232323232
18,11594,3.000022,2.681311,127.511755,2060,11475,2.996795,0.699668,115.073615,1941,9534,3.000776,2.876114,0.804648,0.597018,0.994628,4001.0,80.4648,59.701800000000006,99.4628,0.8424047254586585,0.8065476163908348,1.9727846151681048,Assembly,1.9727846151681048,2060,17.76781093669139
14,11088,2.99603,1.773717,111.836434,1565,12048,2.993218,0.608241,156.653511,2525,9523,2.998622,2.895803,0.762739,0.625267,0.992582,4090.0,76.2739,62.526700000000005,99.2582,0.7877154931447174,0.8074169674176577,1.9774347772799141,Assembly,1.9774347772799141,1565,14.114357864357865
5,11552,3.00026,2.590369,102.861143,2026,11376,3.004472,0.509219,112.280523,1850,9526,2.998565,2.885712,0.798531,0.592081,0.992988,3876.0,79.8531,59.208099999999995,99.2988,0.8350071309559466,0.7445768433555979,1.974408862410176,Assembly,1.974408862410176,2026,17.53808864265928
5,6561,3.001044,0.120295,18.879282,29,6561,2.995657,0.035213,2.373728,29,6532,3.004982,0.746553,0.45534,0.340538,0.681916,58.0,45.534,34.0538,68.1916,0.45703392707114143,0.3510832391448094,0.9358161428745849,Assembly,0.9358161428745849,29,0.44200579180003047
19,13870,3.004147,15.076154,219.266268,4328,14307,2.995919,1.747087,211.988177,4765,9542,3.007929,2.933599,0.964566,0.743442,0.997583,9093.0,96.45660000000001,74.3442,99.7583,1.1768599888548765,1.2666422448467194,1.9952900686699264,Assembly,1.9952900686699264,4328,31.204037490987744
13,1422,2.99746,0.0,0.115499,10,1458,3.001694,0.0,28.313216,46,1412,2.995178,0.0,0.098535,0.075851,0.147228,56.0,9.8535,7.585100000000001,14.7228,0.098535,0.075851,0.147228,Assembly,0.147228,10,0.7032348804500703
16,11520,2.99569,3.294196,118.025762,2016,11360,3.004359,0.622461,108.996657,1856,9504,3.006434,2.927662,0.797817,0.591886,0.993128,3872.0,79.7817,59.1886,99.3128,0.8442040300681314,0.778294431639371,1.988815915109166,Assembly,1.988815915109166,2016,17.5
19,8162,3.005302,0.449534,14.65798,177,8074,3.002593,0.092716,5.908569,89,7985,2.991322,1.460289,0.567364,0.419751,0.830439,266.0,56.736399999999996,41.9751,83.04390000000001,0.5736940869695207,0.44751666587766287,1.3270783353696052,Assembly,1.3270783353696052,177,2.1685861308502816
10,7320,2.997474,0.218381,3.812636,23,7330,2.99873,0.07617,10.698623,33,7297,2.99699,1.02846,0.507905,0.381243,0.759826,56.0,50.79050000000001,38.1243,75.9826,0.5109801193958431,0.40405363430154,1.109601757301619,Assembly,1.109601757301619,23,0.31420765027322406
14,10962,3.000775,1.608012,126.873674,1639,10374,2.997917,0.249404,38.997319,1051,9323,2.996578,2.765383,0.756584,0.536824,0.97105,2690.0,75.6584,53.682399999999994,97.10499999999999,0.779227127790185,0.6115130302919952,1.911547377685105,Assembly,1.911547377685105,1639,14.95165115854771
18,12996,2.997321,11.502722,209.36387,3454,13644,3.001335,1.251047,234.067148,4102,9542,2.99932,2.922052,0.890587,0.709713,0.994884,7556.0,89.0587,70.9713,99.4884,1.0525619132350825,1.0843641173826797,1.98866397313917,Assembly,1.98866397313917,3454,26.577408433364113
5,3810,3.004205,0.003535,20.797401,131,3680,3.00007,0.000267,9.954013,1,3679,3.002163,0.054022,0.264018,0.191671,0.383594,132.0,26.401799999999998,19.1671,38.3594,0.26406777789763897,0.1917509585054288,0.4019666989488634,Assembly,0.4019666989488634,131,3.438320209973753
14,10318,3.001058,1.108036,51.203167,770,10010,3.00174,0.285465,47.506849,462,9548,2.99848,2.916759,0.714688,0.521008,0.995243,1232.0,71.4688,52.1008,99.5243,0.7302907447208885,0.6064962200458069,1.98722284179386,Assembly,1.98722284179386,770,7.462686567164178
16,2816,3.002301,0.0,10.382611,16,2892,2.992329,0.0,18.737158,92,2800,3.00288,0.00631,0.19546,0.150245,0.292415,108.0,19.546,15.0245,29.2415,0.19546,0.150245,0.2945610095954857,Assembly,0.2945610095954857,16,0.5681818181818182
14,9968,2.992546,1.246109,26.740488,532,9814,2.995672,0.333891,26.862062,378,9436,2.993609,2.821669,0.68999,0.508352,0.981709,910.0,68.999,50.8352,98.1709,0.7075370116687559,0.6083423570641393,1.941349055354124,Assembly,1.941349055354124,532,5.337078651685393
3,2088,2.995711,0.0,3.006089,12,2223,3.011391,0.0,23.24114,147,2076,3.010814,0.0,0.144497,0.116216,0.217047,159.0,14.449699999999998,11.6216,21.7047,0.144497,0.11621600000000001,0.217047,Assembly,0.217047,12,0.5747126436781609
19,13129,2.996484,7.328923,200.545688,3567,13927,2.998583,1.688176,241.168698,4365,9562,3.001793,2.926637,0.909755,0.724226,0.997643,7932.0,90.9755,72.4226,99.76429999999999,1.0129568044973705,1.2297841642725034,1.9929823160861273,Assembly,1.9929823160861273,3567,27.168862822758776
15,10575,2.995748,1.390288,47.308449,1129,11070,3.000867,0.373862,117.842285,1624,9446,3.004008,2.878311,0.731297,0.576729,0.986167,2753.0,73.1297,57.672900000000006,98.61670000000001,0.7508742599017673,0.6886894747438933,1.9650708074155345,Assembly,1.9650708074155345,1129,10.67612293144208
8,5392,2.998633,0.050986,0.641924,27,5984,3.003221,0.01398,67.096126,619,5365,2.991823,0.26996,0.374044,0.311732,0.557685,646.0,37.404399999999995,31.1732,55.768499999999996,0.37476195640424964,0.3159185914078447,0.6494974802531407,Assembly,0.6494974802531407,27,0.5007418397626113
3,2932,3.004144,0.0,21.173228,17,3052,3.002659,0.0,4.821359,137,2915,3.005618,0.003626,0.203693,0.158966,0.304581,154.0,20.369300000000003,15.8966,30.458099999999998,0.203693,0.158966,0.3058141903000366,Assembly,0.3058141903000366,17,0.5798090040927694
16,11504,2.994444,3.154023,141.919869,2073,11088,3.005912,0.850719,84.284924,1657,9431,3.002236,2.798179,0.794225,0.577881,0.984167,3730.0,79.4225,57.7881,98.4167,0.8386381920919634,0.8326458680894289,1.9358181860359054,Assembly,1.9358181860359054,2073,18.01981919332406
20,15060,2.993413,34.175487,214.484434,5495,13880,2.997987,1.749361,220.414018,4315,9565,3.001265,2.933634,0.976793,0.722007,0.997709,9810.0,97.6793,72.2007,99.7709,1.458033139646224,1.245888239758124,1.9954279720512007,Assembly,1.9954279720512007,5495,36.48738379814077
7,4872,3.004669,0.028639,22.062593,134,4760,3.001751,0.013947,2.610981,22,4738,3.00257,0.234476,0.338592,0.247878,0.49473,156.0,33.8592,24.787799999999997,49.473,0.3389952784188073,0.25205470889593773,0.5744744922204601,Assembly,0.5744744922204601,134,2.750410509031199
7,1400,3.00881,0.0,9.364581,1,1434,2.999272,0.0,10.726898,35,1399,2.988613,0.0,0.097508,0.074523,0.145287,36.0,9.7508,7.452300000000001,14.5287,0.097508,0.074523,0.145287,Assembly,0.145287,1,0.07142857142857142
11,8283,2.989593,0.420312,47.391554,635,7700,2.998469,0.061648,1.128272,52,7648,2.993611,1.298811,0.573226,0.400364,0.796387,687.0,57.3226,40.0364,79.6387,0.5791445990699996,0.41882573012237545,1.2381082153284262,Assembly,1.2381082153284262,635,7.666304479053483
6,4176,2.994435,0.00388,8.225651,88,4122,2.999949,0.001534,22.666299,34,4088,3.006862,0.069148,0.289462,0.214381,0.42764,122.0,28.9462,21.4381,42.764,0.2895166359951455,0.2148403870686433,0.45115700023908795,Assembly,0.45115700023908795,88,2.10727969348659
1,725,3.000809,0.0,45.27919,22,705,2.991627,0.0,0.008493,2,703,2.993217,0.0,0.050257,0.036604,0.07309,24.0,5.0257000000000005,3.6603999999999997,7.309,0.050257,0.036604,0.07309,Assembly,0.07309,22,3.0344827586206895
15,4350,3.001385,0.009885,31.046383,397,3972,3.006472,0.004494,1.030114,19,3953,3.004761,0.086169,0.302002,0.206879,0.412585,416.0,30.2002,20.6879,41.2585,0.3021411950546426,0.2082248184396891,0.4418907846011738,Assembly,0.4418907846011738,397,9.126436781609195
